signal,human_si,wcs
S09144_L0212_E007,100.0,100.0
S09152_L0212_E007,100.0,85.71428571428571
S09152_L0221_E007,100.0,85.71428571428571
S09154_L0206_E007,80.0,90.0
S09154_L0212_E007,80.0,90.0
S09155_L0217_E007,85.7142857143,100.0
S09156_L0225_E007,100.0,100.0
S09156_L0231_E007,100.0,100.0
S09158_L0229_E007,80.0,100.0
S09161_L0218_E007,100.0,100.0
S09161_L0221_E007,100.0,100.0
S09164_L0224_E007,87.5,87.5
S09175_L0215_E007,100.0,100.0
S09178_L0201_E007,100.0,100.0
S09188_L0243_E007,100.0,100.0
S09193_L0218_E007,100.0,100.0
S09193_L0221_E007,100.0,100.0
S09196_L0236_E007,33.3333333333,100.0
S09203_L0217_E007,87.5,100.0
S09205_L0227_E007,0.0,85.71428571428571
S09214_L0215_E007,100.0,100.0
S09227_L0243_E007,100.0,100.0
S09228_L0200_E007,100.0,100.0
S09231_L0209_E007,100.0,100.0
S09234_L0201_E007,42.8571428571,71.42857142857143
S09245_L0217_E007,37.5,87.5
S09246_L0206_E007,100.0,80.0
S09248_L0236_E007,100.0,100.0
S09250_L0242_E007,100.0,100.0
S09255_L0219_E007,75.0,100.0
S09259_L0224_E007,100.0,100.0
S09262_L0227_E007,100.0,100.0
S09264_L0227_E007,75.0,100.0
S09265_L0216_E007,88.8888888889,100.0
S09270_L0229_E007,100.0,100.0
S09270_L0242_E007,70.0,100.0
S09271_L0217_E007,71.4285714286,100.0
S09274_L0227_E007,0.0,100.0
S09276_L0215_E007,85.7142857143,100.0
S09277_L0216_E007,100.0,100.0
S09280_L0216_E007,100.0,100.0
S09281_L0209_E007,100.0,100.0
S09282_L0224_E007,100.0,100.0
S09288_L0218_E007,28.5714285714,100.0
S09297_L0209_E007,100.0,100.0
S09298_L0217_E007,100.0,100.0
S09306_L0227_E007,50.0,100.0
S09308_L0216_E007,60.0,100.0
S09317_L0215_E007,100.0,100.0
S09321_L0218_E007,100.0,100.0
S09321_L0221_E007,100.0,100.0
S09325_L0243_E007,100.0,100.0
S09328_L0218_E007,100.0,100.0
S09328_L0221_E007,100.0,100.0
S09338_L0209_E007,100.0,100.0
S09339_L0206_E007,87.5,75.0
S09342_L0216_E007,70.0,100.0
S09343_L0219_E007,85.7142857143,85.71428571428571
S09343_L0225_E007,28.5714285714,85.71428571428571
S09345_L0236_E007,87.5,100.0
S09346_L0200_E007,100.0,100.0
S09350_L0239_E007,77.7777777778,77.77777777777777
S09351_L0239_E007,100.0,100.0
S09352_L0239_E007,100.0,100.0
S09362_L0219_E007,85.7142857143,100.0
S09362_L0225_E007,57.1428571429,100.0
S09363_L0209_E007,100.0,100.0
S09365_L0216_E007,40.0,90.0
S09366_L0243_E007,100.0,100.0
S09377_L0218_E007,0.0,87.5
S09377_L0221_E007,100.0,100.0
S09378_L0201_E007,90.0,100.0
S09382_L0229_E007,71.4285714286,42.857142857142854
S09382_L0242_E007,100.0,28.571428571428573
S09396_L0218_E007,100.0,100.0
S09397_L0217_E007,100.0,85.71428571428571
S09402_L0236_E007,30.0,90.0
S09406_L0200_E007,0.0,100.0
S09406_L0240_E007,85.7142857143,57.142857142857146
S09429_L0201_E007,33.3333333333,44.44444444444444
S09436_L0243_E007,100.0,100.0
S09438_L0229_E007,100.0,100.0
S09438_L0242_E007,44.4444444444,100.0
S09446_L0240_E007,100.0,85.71428571428571
S09448_L0219_E007,100.0,100.0
S09448_L0225_E007,90.0,100.0
S09451_L0218_E007,100.0,100.0
S09452_L0236_E007,85.7142857143,71.42857142857143
S09455_L0200_E007,100.0,100.0
S09455_L0240_E007,87.5,100.0
S09459_L0200_E007,88.8888888889,88.88888888888889
S09460_L0243_E007,100.0,100.0
S09463_L0227_E007,44.4444444444,100.0
S09474_L0239_E007,100.0,100.0
S09476_L0227_E007,11.1111111111,100.0
S09483_L0239_E007,70.0,100.0
S09485_L0215_E007,25.0,100.0
S09488_L0229_E007,50.0,100.0
S09488_L0242_E007,37.5,100.0
S09500_L0229_E007,100.0,100.0
S09502_L0222_E007,100.0,100.0
S09510_L0240_E007,100.0,100.0
S09515_L0218_E007,88.8888888889,100.0
S09515_L0221_E007,100.0,100.0
S09520_L0201_E007,100.0,87.5
S09525_L0206_E007,88.8888888889,100.0
S09529_L0229_E007,100.0,100.0
S09532_L0240_E007,88.8888888889,100.0
S09533_L0236_E007,85.7142857143,100.0
S09540_L0200_E007,100.0,100.0
S09543_L0209_E007,100.0,85.71428571428571
S09546_L0219_E007,90.0,80.0
S09553_L0201_E007,100.0,100.0
S09554_L0224_E007,100.0,100.0
S09564_L0206_E007,0.0,100.0
S09564_L0212_E007,0.0,100.0
S09569_L0209_E007,100.0,100.0
S09571_L0217_E007,87.5,100.0
S09573_L0239_E007,37.5,100.0
S09577_L0224_E007,87.5,100.0
S09579_L0239_E007,100.0,100.0
S09581_L0240_E007,100.0,100.0
S09586_L0224_E007,28.5714285714,14.285714285714286
S09587_L0239_E007,100.0,100.0
S09589_L0229_E007,0.0,0.0
S09593_L0243_E007,100.0,100.0
S09596_L0206_E007,57.1428571429,100.0
S09596_L0212_E007,0.0,100.0
S09606_L0206_E007,100.0,100.0
S09606_L0212_E007,88.8888888889,100.0
S09615_L0209_E007,100.0,100.0
S09616_L0219_E007,50.0,87.5
S09620_L0222_E007,85.7142857143,100.0
S09621_L0219_E007,100.0,100.0
S09621_L0225_E007,100.0,100.0
S09625_L0222_E007,100.0,100.0
S09626_L0216_E007,87.5,100.0
S09627_L0200_E007,100.0,100.0
S09628_L0217_E007,88.8888888889,100.0
S09634_L0201_E007,87.5,100.0
S09637_L0222_E007,0.0,100.0
S09641_L0209_E007,100.0,100.0
S09646_L0236_E007,87.5,100.0
S09649_L0236_E007,0.0,100.0
S09662_L0201_E007,100.0,100.0
S09666_L0218_E007,87.5,100.0
S09673_L0215_E007,50.0,100.0
S09676_L0239_E007,100.0,85.71428571428571
S09677_L0225_E007,100.0,100.0
S09677_L0231_E007,100.0,100.0
S09678_L0224_E007,40.0,100.0
S09681_L0209_E007,100.0,100.0
S09684_L0209_E007,100.0,100.0
S09689_L0224_E007,100.0,100.0
S09704_L0219_E007,100.0,100.0
S09714_L0242_E007,100.0,100.0
S09716_L0209_E007,100.0,100.0
S09717_L0227_E007,25.0,100.0
S09719_L0231_E007,100.0,100.0
S09733_L0206_E007,88.8888888889,100.0
S09752_L0216_E007,85.7142857143,100.0
S09753_L0216_E007,60.0,90.0
S09754_L0231_E007,85.7142857143,100.0
S09759_L0239_E007,25.0,87.5
S09765_L0209_E007,14.2857142857,100.0
S09770_L0216_E007,12.5,75.0
S09776_L0222_E007,100.0,100.0
S09780_L0227_E007,14.2857142857,100.0
S09790_L0243_E007,100.0,100.0
S09793_L0236_E007,0.0,14.285714285714286
S09803_L0240_E007,100.0,100.0
S09811_L0218_E007,62.5,100.0
S09812_L0212_E007,75.0,100.0
S09812_L0221_E007,100.0,100.0
S09818_L0231_E007,37.5,75.0
S09819_L0229_E007,85.7142857143,85.71428571428571
S09819_L0242_E007,100.0,85.71428571428571
S09824_L0242_E007,90.0,100.0
S09827_L0239_E007,60.0,100.0
S09828_L0243_E007,100.0,100.0
S09830_L0240_E007,100.0,100.0
S09831_L0243_E007,100.0,100.0
S09841_L0217_E007,0.0,42.857142857142854
S09844_L0236_E007,100.0,66.66666666666667
S09846_L0229_E007,100.0,100.0
S09856_L0209_E007,100.0,100.0
S09860_L0243_E007,100.0,85.71428571428571
S09861_L0225_E007,71.4285714286,85.71428571428571
S09861_L0231_E007,100.0,85.71428571428571
S09865_L0243_E007,87.5,37.5
S09866_L0215_E007,87.5,87.5
S09870_L0218_E007,25.0,87.5
S09877_L0225_E007,100.0,100.0
S09877_L0231_E007,100.0,100.0
S09884_L0243_E007,100.0,100.0
S09892_L0243_E007,100.0,100.0
S09893_L0201_E007,100.0,100.0
S09899_L0209_E007,42.8571428571,85.71428571428571
S09900_L0217_E007,100.0,100.0
S09903_L0242_E007,55.5555555556,100.0
S09904_L0236_E007,80.0,90.0
S09908_L0206_E007,85.7142857143,100.0
S09911_L0225_E007,100.0,100.0
S09911_L0231_E007,80.0,100.0
S09913_L0219_E007,100.0,100.0
S09915_L0219_E007,100.0,87.5
S09915_L0225_E007,25.0,100.0
S09919_L0222_E007,90.0,100.0
S09920_L0227_E007,71.4285714286,100.0
S09923_L0200_E007,100.0,100.0
S09928_L0218_E007,100.0,100.0
S09928_L0221_E007,100.0,100.0
S09934_L0239_E007,44.4444444444,100.0
S09935_L0227_E007,0.0,100.0
S09945_L0206_E007,100.0,100.0
S09951_L0224_E007,100.0,100.0
S09964_L0212_E007,100.0,100.0
S09964_L0221_E007,100.0,100.0
S09969_L0216_E007,60.0,100.0
S09971_L0200_E007,100.0,100.0
S09972_L0217_E007,42.8571428571,100.0
S09977_L0243_E007,100.0,100.0
S10000_L0231_E007,85.7142857143,100.0
S08508_L0216_E009,100.0,100.0
S08512_L0242_E009,100.0,100.0
S08529_L0206_E009,85.7142857143,100.0
S08532_L0225_E009,100.0,85.71428571428571
S08532_L0231_E009,71.4285714286,85.71428571428571
S08537_L0219_E009,85.7142857143,85.71428571428571
S08537_L0225_E009,71.4285714286,85.71428571428571
S08540_L0236_E009,66.6666666667,100.0
S08546_L0242_E009,100.0,100.0
S08555_L0201_E009,100.0,100.0
S08558_L0222_E009,100.0,100.0
S08561_L0200_E009,100.0,100.0
S08566_L0217_E009,0.0,71.42857142857143
S08574_L0236_E009,100.0,88.88888888888889
S08575_L0227_E009,80.0,100.0
S08576_L0219_E009,100.0,100.0
S08578_L0215_E009,100.0,100.0
S08579_L0218_E009,85.7142857143,71.42857142857143
S08579_L0221_E009,100.0,85.71428571428571
S08582_L0239_E009,100.0,100.0
S08590_L0201_E009,100.0,25.0
S08594_L0212_E009,100.0,100.0
S08594_L0221_E009,100.0,100.0
S08600_L0222_E009,85.7142857143,100.0
S08606_L0215_E009,77.7777777778,100.0
S08613_L0229_E009,71.4285714286,100.0
S08613_L0242_E009,71.4285714286,100.0
S08614_L0217_E009,90.0,100.0
S08625_L0229_E009,100.0,100.0
S08627_L0218_E009,88.8888888889,88.88888888888889
S08628_L0224_E009,100.0,100.0
S08644_L0218_E009,100.0,100.0
S08644_L0221_E009,100.0,100.0
S08645_L0227_E009,100.0,88.88888888888889
S08651_L0209_E009,100.0,100.0
S08652_L0218_E009,100.0,100.0
S08653_L0206_E009,71.4285714286,85.71428571428571
S08653_L0212_E009,85.7142857143,85.71428571428571
S08660_L0206_E009,87.5,100.0
S08660_L0212_E009,100.0,100.0
S08682_L0216_E009,100.0,100.0
S08685_L0227_E009,57.1428571429,57.142857142857146
S08686_L0200_E009,57.1428571429,57.142857142857146
S08689_L0200_E009,100.0,100.0
S08690_L0222_E009,100.0,100.0
S08702_L0209_E009,100.0,100.0
S08703_L0219_E009,100.0,100.0
S08707_L0239_E009,75.0,100.0
S08713_L0242_E009,100.0,100.0
S08722_L0242_E009,100.0,100.0
S08723_L0243_E009,100.0,100.0
S08725_L0231_E009,90.0,100.0
S08727_L0215_E009,100.0,100.0
S08732_L0227_E009,87.5,100.0
S08735_L0242_E009,87.5,100.0
S08742_L0219_E009,100.0,100.0
S08751_L0219_E009,60.0,90.0
S08752_L0200_E009,85.7142857143,100.0
S08752_L0240_E009,100.0,100.0
S08753_L0218_E009,100.0,100.0
S08753_L0221_E009,100.0,100.0
S08759_L0201_E009,77.7777777778,66.66666666666667
S08765_L0243_E009,100.0,100.0
S08766_L0209_E009,100.0,100.0
S08767_L0243_E009,100.0,100.0
S08778_L0236_E009,57.1428571429,100.0
S08779_L0236_E009,57.1428571429,100.0
S08780_L0236_E009,100.0,100.0
S08781_L0209_E009,100.0,100.0
S08782_L0224_E009,100.0,100.0
S08785_L0215_E009,88.8888888889,88.88888888888889
S08790_L0227_E009,80.0,100.0
S08791_L0227_E009,100.0,100.0
S08793_L0216_E009,100.0,100.0
S08794_L0201_E009,100.0,100.0
S08795_L0227_E009,90.0,100.0
S08798_L0219_E009,85.7142857143,42.857142857142854
S08807_L0201_E009,100.0,100.0
S08809_L0215_E009,44.4444444444,66.66666666666667
S08816_L0209_E009,77.7777777778,66.66666666666667
S08818_L0222_E009,100.0,100.0
S08820_L0236_E009,60.0,100.0
S08836_L0225_E009,100.0,100.0
S08836_L0231_E009,100.0,100.0
S08843_L0239_E009,85.7142857143,100.0
S08844_L0218_E009,100.0,100.0
S08844_L0221_E009,100.0,100.0
S08853_L0218_E009,100.0,100.0
S08854_L0201_E009,90.0,90.0
S08862_L0231_E009,80.0,90.0
S08867_L0229_E009,100.0,100.0
S08867_L0242_E009,100.0,100.0
S08869_L0243_E009,100.0,100.0
S08883_L0229_E009,100.0,100.0
S08883_L0242_E009,100.0,100.0
S08889_L0227_E009,100.0,100.0
S08890_L0201_E009,100.0,57.142857142857146
S08891_L0229_E009,100.0,100.0
S08891_L0242_E009,100.0,100.0
S08897_L0217_E009,60.0,100.0
S08899_L0217_E009,100.0,100.0
S08901_L0215_E009,50.0,100.0
S08905_L0212_E009,100.0,100.0
S08905_L0221_E009,100.0,100.0
S08916_L0224_E009,66.6666666667,100.0
S08922_L0224_E009,100.0,100.0
S08923_L0224_E009,100.0,100.0
S08928_L0216_E009,100.0,100.0
S08931_L0231_E009,90.0,100.0
S08935_L0201_E009,100.0,100.0
S08943_L0209_E009,100.0,100.0
S08949_L0206_E009,77.7777777778,100.0
S08949_L0212_E009,100.0,100.0
S08950_L0206_E009,100.0,100.0
S08950_L0212_E009,100.0,100.0
S08952_L0209_E009,100.0,100.0
S08956_L0225_E009,100.0,100.0
S08956_L0231_E009,100.0,100.0
S08961_L0240_E009,100.0,100.0
S08965_L0218_E009,100.0,100.0
S08965_L0221_E009,100.0,100.0
S08969_L0239_E009,100.0,100.0
S08971_L0201_E009,100.0,71.42857142857143
S08973_L0243_E009,44.4444444444,66.66666666666667
S08976_L0243_E009,100.0,100.0
S08979_L0236_E009,100.0,100.0
S08980_L0225_E009,62.5,62.5
S08980_L0231_E009,37.5,62.5
S08983_L0222_E009,0.0,90.0
S08987_L0243_E009,100.0,100.0
S08993_L0227_E009,42.8571428571,100.0
S08998_L0215_E009,42.8571428571,71.42857142857143
S09000_L0242_E009,75.0,100.0
S09011_L0200_E009,100.0,100.0
S09011_L0240_E009,100.0,100.0
S09018_L0239_E009,100.0,100.0
S09029_L0240_E009,100.0,87.5
S09030_L0224_E009,100.0,90.0
S09034_L0201_E009,87.5,100.0
S09040_L0206_E009,100.0,100.0
S09040_L0212_E009,100.0,100.0
S09047_L0215_E009,100.0,100.0
S09061_L0224_E009,100.0,100.0
S09067_L0243_E009,80.0,90.0
S09069_L0231_E009,100.0,88.88888888888889
S09071_L0209_E009,87.5,100.0
S09073_L0227_E009,85.7142857143,100.0
S09078_L0201_E009,100.0,55.55555555555556
S09080_L0206_E009,70.0,100.0
S09082_L0217_E009,100.0,100.0
S09088_L0236_E009,100.0,100.0
S09092_L0227_E009,100.0,100.0
S09094_L0200_E009,100.0,100.0
S09101_L0231_E009,100.0,100.0
S09111_L0222_E009,100.0,100.0
S09125_L0216_E009,100.0,100.0
S09128_L0227_E009,100.0,100.0
S09136_L0215_E009,100.0,100.0
S09140_L0236_E009,90.0,100.0
S09142_L0224_E009,100.0,100.0
S09144_L0215_E009,100.0,100.0
S09152_L0201_E009,100.0,71.42857142857143
S09154_L0215_E009,100.0,90.0
S09155_L0243_E009,100.0,100.0
S09158_L0217_E009,60.0,90.0
S09161_L0201_E009,100.0,100.0
S09164_L0200_E009,87.5,100.0
S09175_L0227_E009,100.0,100.0
S09181_L0218_E009,100.0,70.0
S09181_L0221_E009,100.0,80.0
S09188_L0239_E009,100.0,100.0
S09193_L0201_E009,100.0,85.71428571428571
S09196_L0209_E009,100.0,100.0
S09203_L0243_E009,87.5,87.5
S09205_L0217_E009,28.5714285714,57.142857142857146
S09209_L0212_E009,100.0,88.88888888888889
S09209_L0221_E009,100.0,88.88888888888889
S09214_L0229_E009,100.0,100.0
S09227_L0239_E009,100.0,100.0
S09228_L0218_E009,100.0,100.0
S09231_L0222_E009,30.0,40.0
S09245_L0236_E009,100.0,100.0
S09248_L0209_E009,100.0,100.0
S09250_L0236_E009,100.0,100.0
S09255_L0216_E009,100.0,100.0
S09259_L0200_E009,100.0,100.0
S09259_L0240_E009,100.0,100.0
S09261_L0243_E009,100.0,100.0
S09262_L0242_E009,100.0,100.0
S09264_L0217_E009,100.0,100.0
S09265_L0224_E009,66.6666666667,100.0
S09271_L0236_E009,100.0,100.0
S09274_L0217_E009,66.6666666667,100.0
S09276_L0229_E009,100.0,100.0
S09281_L0222_E009,85.7142857143,100.0
S09282_L0200_E009,100.0,100.0
S09282_L0240_E009,100.0,100.0
S09288_L0206_E009,85.7142857143,100.0
S09297_L0222_E009,100.0,100.0
S09298_L0243_E009,100.0,100.0
S09306_L0242_E009,87.5,100.0
S09308_L0224_E009,70.0,100.0
S09314_L0206_E009,57.1428571429,100.0
S09315_L0229_E009,71.4285714286,71.42857142857143
S09315_L0242_E009,57.1428571429,71.42857142857143
S09317_L0227_E009,14.2857142857,100.0
S09321_L0201_E009,100.0,100.0
S09325_L0239_E009,77.7777777778,77.77777777777777
S09328_L0201_E009,100.0,100.0
S09329_L0240_E009,57.1428571429,100.0
S09338_L0222_E009,100.0,100.0
S09339_L0215_E009,100.0,100.0
S09342_L0224_E009,30.0,60.0
S09343_L0216_E009,100.0,85.71428571428571
S09345_L0209_E009,87.5,100.0
S09346_L0218_E009,100.0,100.0
S09350_L0219_E009,100.0,88.88888888888889
S09350_L0225_E009,100.0,88.88888888888889
S09351_L0219_E009,100.0,100.0
S09351_L0225_E009,100.0,100.0
S09352_L0219_E009,100.0,100.0
S09352_L0225_E009,100.0,100.0
S09362_L0216_E009,85.7142857143,100.0
S09363_L0222_E009,87.5,100.0
S09365_L0224_E009,0.0,60.0
S09366_L0239_E009,60.0,60.0
S09377_L0201_E009,87.5,87.5
S09386_L0212_E009,85.7142857143,100.0
S09386_L0221_E009,100.0,100.0
S09387_L0212_E009,20.0,90.0
S09387_L0221_E009,80.0,90.0
S09396_L0206_E009,88.8888888889,100.0
S09397_L0243_E009,71.4285714286,85.71428571428571
S09402_L0209_E009,100.0,80.0
S09426_L0212_E009,37.5,100.0
S09426_L0221_E009,100.0,100.0
S09436_L0239_E009,100.0,75.0
S09448_L0216_E009,90.0,100.0
S09450_L0206_E009,88.8888888889,100.0
S09450_L0212_E009,88.8888888889,100.0
S09451_L0206_E009,100.0,100.0
S09452_L0209_E009,100.0,100.0
S09459_L0218_E009,88.8888888889,88.88888888888889
S09460_L0239_E009,100.0,100.0
S09463_L0242_E009,66.6666666667,100.0
S09474_L0219_E009,87.5,100.0
S09474_L0225_E009,100.0,100.0
S09476_L0217_E009,100.0,100.0
S09480_L0240_E009,90.0,100.0
S09483_L0219_E009,20.0,70.0
S09483_L0225_E009,20.0,70.0
S09485_L0227_E009,62.5,100.0
S09500_L0217_E009,100.0,100.0
S09502_L0225_E009,100.0,100.0
S09502_L0231_E009,100.0,100.0
S09509_L0206_E009,87.5,100.0
S09509_L0212_E009,100.0,100.0
S09515_L0201_E009,100.0,100.0
S09519_L0218_E009,100.0,100.0
S09519_L0221_E009,88.8888888889,100.0
S09525_L0215_E009,66.6666666667,100.0
S09529_L0217_E009,77.7777777778,100.0
S09533_L0209_E009,100.0,100.0
S09540_L0218_E009,100.0,100.0
S09542_L0229_E009,57.1428571429,42.857142857142854
S09542_L0242_E009,0.0,42.857142857142854
S09543_L0222_E009,57.1428571429,71.42857142857143
S09546_L0216_E009,100.0,100.0
S09553_L0227_E009,100.0,100.0
S09554_L0200_E009,100.0,100.0
S09564_L0215_E009,87.5,100.0
S09569_L0222_E009,100.0,100.0
S09571_L0236_E009,100.0,100.0
S09573_L0219_E009,50.0,100.0
S09574_L0212_E009,50.0,100.0
S09574_L0221_E009,100.0,100.0
S09577_L0200_E009,100.0,100.0
S09579_L0219_E009,100.0,100.0
S09579_L0225_E009,100.0,100.0
S09580_L0212_E009,100.0,100.0
S09580_L0221_E009,100.0,100.0
S09586_L0200_E009,0.0,14.285714285714286
S09587_L0219_E009,100.0,100.0
S09587_L0225_E009,100.0,100.0
S09589_L0217_E009,0.0,14.285714285714286
S09593_L0239_E009,100.0,100.0
S09596_L0215_E009,100.0,100.0
S09606_L0215_E009,33.3333333333,100.0
S09613_L0212_E009,90.0,100.0
S09613_L0221_E009,100.0,100.0
S09615_L0222_E009,100.0,100.0
S09616_L0216_E009,87.5,100.0
S09620_L0225_E009,100.0,100.0
S09620_L0231_E009,100.0,100.0
S09621_L0216_E009,100.0,100.0
S09625_L0231_E009,100.0,87.5
S09626_L0224_E009,100.0,100.0
S09627_L0218_E009,100.0,100.0
S09628_L0236_E009,100.0,100.0
S09634_L0227_E009,25.0,100.0
S09637_L0225_E009,42.8571428571,100.0
S09637_L0231_E009,100.0,42.857142857142854
S09641_L0222_E009,100.0,100.0
S09646_L0209_E009,100.0,100.0
S09649_L0209_E009,90.0,90.0
S09655_L0218_E009,100.0,100.0
S09655_L0221_E009,100.0,100.0
S09666_L0206_E009,100.0,100.0
S09669_L0212_E009,100.0,100.0
S09669_L0221_E009,100.0,100.0
S09670_L0243_E009,100.0,100.0
S09673_L0227_E009,62.5,100.0
S09676_L0219_E009,100.0,100.0
S09678_L0240_E009,100.0,100.0
S09681_L0222_E009,100.0,100.0
S09684_L0222_E009,100.0,100.0
S09689_L0200_E009,100.0,100.0
S09689_L0240_E009,100.0,100.0
S09704_L0216_E009,90.0,100.0
S09707_L0243_E009,100.0,100.0
S09714_L0236_E009,100.0,100.0
S09715_L0218_E009,57.1428571429,85.71428571428571
S09715_L0221_E009,85.7142857143,71.42857142857143
S09716_L0222_E009,100.0,100.0
S09717_L0242_E009,100.0,100.0
S09719_L0224_E009,100.0,100.0
S09733_L0215_E009,100.0,100.0
S09740_L0243_E009,80.0,80.0
S09753_L0224_E009,20.0,50.0
S09754_L0224_E009,100.0,71.42857142857143
S09759_L0219_E009,12.5,62.5
S09765_L0222_E009,0.0,14.285714285714286
S09767_L0240_E009,100.0,100.0
S09776_L0231_E009,100.0,100.0
S09777_L0229_E009,100.0,100.0
S09777_L0242_E009,100.0,100.0
S09780_L0242_E009,100.0,100.0
S09790_L0239_E009,60.0,100.0
S09793_L0209_E009,0.0,0.0
S09811_L0206_E009,100.0,100.0
S09812_L0201_E009,87.5,87.5
S09818_L0224_E009,75.0,100.0
S09824_L0236_E009,100.0,100.0
S09827_L0219_E009,80.0,100.0
S09828_L0239_E009,100.0,100.0
S09831_L0239_E009,42.8571428571,71.42857142857143
S09833_L0206_E009,100.0,85.71428571428571
S09837_L0218_E009,100.0,100.0
S09837_L0221_E009,100.0,100.0
S09841_L0243_E009,100.0,85.71428571428571
S09844_L0209_E009,100.0,100.0
S09846_L0217_E009,100.0,85.71428571428571
S09856_L0222_E009,100.0,100.0
S09857_L0212_E009,100.0,100.0
S09857_L0221_E009,100.0,100.0
S09860_L0239_E009,100.0,71.42857142857143
S09862_L0243_E009,85.7142857143,100.0
S09865_L0239_E009,37.5,62.5
S09866_L0229_E009,100.0,87.5
S09870_L0206_E009,0.0,87.5
S09884_L0239_E009,100.0,100.0
S09892_L0239_E009,100.0,100.0
S09893_L0227_E009,100.0,100.0
S09894_L0227_E009,100.0,100.0
S09900_L0243_E009,100.0,100.0
S09903_L0236_E009,77.7777777778,55.55555555555556
S09904_L0209_E009,90.0,90.0
S09907_L0243_E009,77.7777777778,77.77777777777777
S09908_L0215_E009,100.0,100.0
S09913_L0216_E009,100.0,100.0
S09915_L0216_E009,100.0,100.0
S09919_L0225_E009,90.0,100.0
S09919_L0231_E009,90.0,100.0
S09922_L0206_E009,55.5555555556,66.66666666666667
S09922_L0212_E009,88.8888888889,77.77777777777777
S09923_L0218_E009,100.0,100.0
S09928_L0201_E009,100.0,100.0
S09934_L0219_E009,77.7777777778,100.0
S09934_L0225_E009,100.0,88.88888888888889
S09935_L0242_E009,100.0,100.0
S09945_L0215_E009,100.0,100.0
S09951_L0200_E009,87.5,75.0
S09952_L0218_E009,100.0,100.0
S09952_L0221_E009,100.0,100.0
S09961_L0206_E009,85.7142857143,100.0
S09961_L0212_E009,100.0,100.0
S09964_L0201_E009,100.0,100.0
S09971_L0218_E009,62.5,100.0
S09972_L0243_E009,100.0,100.0
S09977_L0239_E009,75.0,87.5
S10000_L0224_E009,71.4285714286,85.71428571428571
S08510_L0218_E010,100.0,100.0
S08510_L0221_E010,100.0,100.0
S08512_L0236_E010,25.0,50.0
S08515_L0229_E010,100.0,100.0
S08515_L0242_E010,100.0,100.0
S08529_L0215_E010,71.4285714286,100.0
S08537_L0216_E010,57.1428571429,57.142857142857146
S08540_L0209_E010,100.0,66.66666666666667
S08546_L0236_E010,100.0,87.5
S08554_L0243_E010,100.0,100.0
S08558_L0225_E010,70.0,70.0
S08558_L0231_E010,70.0,70.0
S08561_L0218_E010,100.0,100.0
S08566_L0243_E010,42.8571428571,85.71428571428571
S08574_L0209_E010,100.0,88.88888888888889
S08575_L0242_E010,60.0,100.0
S08576_L0216_E010,100.0,100.0
S08578_L0227_E010,100.0,100.0
S08579_L0201_E010,100.0,71.42857142857143
S08582_L0219_E010,87.5,100.0
S08590_L0227_E010,37.5,87.5
S08594_L0201_E010,70.0,90.0
S08600_L0225_E010,100.0,100.0
S08600_L0231_E010,100.0,100.0
S08606_L0229_E010,88.8888888889,100.0
S08614_L0243_E010,100.0,100.0
S08616_L0218_E010,0.0,71.42857142857143
S08616_L0221_E010,100.0,57.142857142857146
S08625_L0217_E010,100.0,100.0
S08627_L0206_E010,88.8888888889,100.0
S08628_L0200_E010,100.0,100.0
S08637_L0206_E010,100.0,100.0
S08637_L0212_E010,100.0,100.0
S08644_L0201_E010,100.0,100.0
S08645_L0242_E010,100.0,88.88888888888889
S08651_L0222_E010,100.0,100.0
S08652_L0206_E010,100.0,100.0
S08653_L0215_E010,85.7142857143,100.0
S08658_L0218_E010,100.0,100.0
S08658_L0221_E010,100.0,100.0
S08660_L0215_E010,62.5,100.0
S08682_L0224_E010,77.7777777778,100.0
S08683_L0229_E010,100.0,100.0
S08685_L0242_E010,28.5714285714,28.571428571428573
S08686_L0218_E010,28.5714285714,85.71428571428571
S08689_L0218_E010,100.0,100.0
S08690_L0231_E010,100.0,100.0
S08702_L0222_E010,100.0,100.0
S08703_L0216_E010,100.0,100.0
S08707_L0219_E010,100.0,100.0
S08713_L0236_E010,100.0,100.0
S08722_L0236_E010,75.0,100.0
S08723_L0239_E010,100.0,100.0
S08725_L0224_E010,80.0,100.0
S08727_L0227_E010,100.0,88.88888888888889
S08732_L0217_E010,87.5,100.0
S08735_L0236_E010,0.0,37.5
S08739_L0240_E010,80.0,100.0
S08742_L0216_E010,100.0,100.0
S08743_L0206_E010,0.0,100.0
S08743_L0212_E010,28.5714285714,100.0
S08745_L0243_E010,100.0,85.71428571428571
S08750_L0206_E010,100.0,100.0
S08750_L0212_E010,100.0,100.0
S08751_L0216_E010,70.0,100.0
S08753_L0201_E010,100.0,100.0
S08765_L0239_E010,100.0,100.0
S08766_L0222_E010,100.0,100.0
S08767_L0239_E010,75.0,87.5
S08771_L0229_E010,100.0,100.0
S08771_L0242_E010,100.0,100.0
S08778_L0209_E010,85.7142857143,100.0
S08779_L0209_E010,100.0,57.142857142857146
S08780_L0209_E010,100.0,100.0
S08781_L0222_E010,100.0,100.0
S08782_L0200_E010,100.0,100.0
S08785_L0227_E010,33.3333333333,100.0
S08790_L0242_E010,80.0,100.0
S08791_L0217_E010,100.0,100.0
S08793_L0224_E010,100.0,100.0
S08795_L0242_E010,90.0,100.0
S08798_L0216_E010,0.0,100.0
